Gene_acc,Gene_id,84P1,84P2,84P3,84M1,84M2,84M3,Desc
1284,Tb927.10.7750:mRNA-p1,677684.3125,674996.375,706100.0625,663225.6875,703813.875,709215.3125,"hypothetical protein, conserved"
1285,Tb927.10.7770:mRNA-p1,71315.02344,95174.07813,101351.9688,106978.9609,128572.7578,101864.0078,hypothetical protein
1286,Tb927.10.7780:mRNA-p1,163252.375,155827.9375,168791.4531,157074.9063,145383.5313,149521.6719,Mitogen-activated protein kinase KFR1
1287,Tb927.10.7790:mRNA-p1,514159.5313,519249.6875,499286.3125,355375.75,356868.3125,378448.4375,"ubiquitin fusion degradation protein, putative"
1289,Tb927.10.7800:mRNA-p1,301799.9688,309392.4063,291443.0625,289902.1563,274497.1875,275103.6875,"cop9 signalosome complex subunit, putative"
1290,Tb927.10.7810:mRNA-p1,298666.6875,310479.3125,295186.9688,332930.7813,325227.1875,351051,"Pre-rRNA-processing protein ESF1, putative"
1291,Tb927.10.7820:mRNA-p1,83270.82813,75711.5,87595.00781,62416.61328,77852.53125,67415.49219,"hypothetical protein, conserved"
1292,Tb927.10.7830:mRNA-p1,2109314.5,2284105.25,2338329.5,1853660.625,1918599.5,1601365.125,"hypothetical protein, conserved"
1294,Tb927.10.7860:mRNA-p1,390259.625,412938.5625,411754.25,528347.4375,476031.25,528023.375,"hypothetical protein, conserved"
1295,Tb927.10.7880:mRNA-p1,481840.4375,477150.5625,477617.3125,664580.75,622394.625,674352.9375,"Sperm tail/Sperm tail C-terminal domain containing protein, putative"
1296,Tb927.10.7890:mRNA-p1,75011.79688,19717.78125,48943.32813,149540.0313,123214.7578,145425.4688,"hypothetical protein, conserved"
1297,Tb927.10.790:mRNA-p1,892158.9375,991291.5,968508.625,830022.375,860147,765148.25,"vesicle-associated membrane protein, putative"
1298,Tb927.10.7900:mRNA-p1,106210.25,41617.39844,87304.21875,116757.2344,88474.88281,115214.8203,"hypothetical protein, conserved"
1299,Tb927.10.7910:mRNA-p1,469122.9688,387457.375,362668.7188,340188.25,323151.5,303740.125,"RNA editing complex protein, putative"
1300,Tb927.10.7920:mRNA-p1,415109.375,382924.9375,385868.4375,519597.3438,510731.1875,538873.625,"hypothetical protein, conserved"
1301,Tb927.10.7930:mRNA-p1,3509904.5,3560481,3489663,5291715,5225668.5,5381204,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
1302,Tb927.10.7940:mRNA-p1,329799.7188,313829.5,315504.5625,323994.5625,321156.375,321853.5938,"methyltransferase, putative"
1303,Tb927.10.7960:mRNA-p1,253254.3906,291725.8125,290343.25,295572.9375,307575.7188,255566.8906,"hypothetical protein, conserved"
1304,Tb927.10.7970:mRNA-p1,220553.6563,248404.625,228657.5625,181099.2813,173058.2188,180124,"Organic solute transporter Ostalpha, putative"
1305,Tb927.10.7990:mRNA-p1,675088.6875,818459.625,848606.0625,916286.6875,925496.0625,837075.4375,"replication factor C subunit 3, putative"
1307,Tb927.10.8000:mRNA-p1,350245.4063,317547.2188,304655.7813,426621.8125,412771.8125,462191.5625,"hypothetical protein, conserved"
1308,Tb927.10.8010:mRNA-p1,10125.35059,12910.66992,14809.38672,10343.03125,10572.13672,10244.90137,"hypothetical protein, conserved"
1309,Tb927.10.8020:mRNA-p1,3550452.25,3333928,3185446,2840677,2668096,2655027,prolyl endopeptidase
1310,Tb927.10.8030:mRNA-p1,2548736.75,2363258.5,2351887,1578949.75,1510682.625,1675353.75,Mitochondrial ATP synthase subunit 5
1311,Tb927.10.8040:mRNA-p1,1598080.75,1542040.375,1558934.25,1548788,1669162.75,1599468,"beta adaptin, putative"
1312,Tb927.10.8060:mRNA-p1,994310.9375,1001157.313,875176.75,607101.375,714975.25,794289.875,"SET domain containing protein, putative"
1313,Tb927.10.8080:mRNA-p1,550679.125,610632.75,666679.125,551883.25,597504.3125,573280.6875,"Uncharacterized conserved protein (DUF2042), putative"
1314,Tb927.10.8090:mRNA-p1,241934.6875,262037.9063,259632.1719,107273.3906,112541.625,104521.2422,"hypothetical protein, conserved"
1315,Tb927.10.810:mRNA-p1,183339.5938,177970.7031,165596.0156,218101.25,235631.2031,244097.3125,"Pentatricopeptide repeat protein (PPR), putative"
1316,Tb927.10.8100:mRNA-p1,94966.6875,88198.67188,88834.17969,100826.8906,98523.90625,96219.21094,"hypothetical protein, conserved"
1317,Tb927.10.8110:mRNA-p1,421855.5,393857.6875,378798.4375,408334.0313,465491.5,431109.5,"Protein of unknown function (DUF2453), putative"
1318,Tb927.10.8140:mRNA-p1,62615.875,69227.97656,62036.35547,99228.67969,97890.40625,98612.48438,"EVE domain containing protein, putative"
1320,Tb927.10.8160:mRNA-p1,158007.9688,181703.6875,181597.0625,169825.5938,199628.0625,166076.875,"hypothetical protein, conserved"
1321,Tb927.10.8170:mRNA-p1,1102906.5,1125721.125,1072051.375,1150280.625,1179725.25,1107321.75,Nucleoporin NUP144
1322,Tb927.10.8180:mRNA-p1,172882.8438,133986.0781,148885.875,150983.4063,153808.4531,162430.8594,"hypothetical protein, conserved"
1323,Tb927.10.8190:mRNA-p1,3492143.25,4414857,4271697,3910211.5,4071441,3840096,"T-complex protein 1, theta subunit, putative"
1324,Tb927.10.820:mRNA-p1,345043.625,318069.75,325385.0625,464554.3438,444181.75,531640.875,"hypothetical protein, conserved"
1325,Tb927.10.8200:mRNA-p1,563825.4375,553684.4375,540440.875,638654.125,646102.9375,640811.8125,"Ribosomal protein L1p/L10e family, putative"
1326,Tb927.10.8210:mRNA-p1,63593.44141,68303.89063,58643.41797,68512.3125,54794.50781,61677.98438,KREPA2
1327,Tb927.10.8240:mRNA-p1,226124.7031,207791.7969,195577.8438,325806.5,342155.9688,380671.3125,Cytokinesis initiation factor 4
1328,Tb927.10.8270:mRNA-p1;Tb927.10.8290:mRNA-p1,2902157.5,3010772.75,3401759.25,4064590,4108200,3763276,eukaryotic translation initiation factor 3 subunit c
1329,Tb927.10.830:mRNA-p1,1070882.75,1005402.063,1100745.75,1494052.25,1390227.25,1675256.5,"adenylate kinase, putative"
1330,Tb927.10.8330:mRNA-p1,46459.1875,20418.02148,56470.1875,224882.3906,235802.7188,218702.0625,"S. cerevisiae PSP1 homologue, putative"
1331,Tb927.10.8360.1:mRNA-p1;Tb927.10.8360.2:mRNA-p1,52070.38281,49322.32031,55987.125,59262.71875,51168.97656,53984.69531,Poly(A)-specific ribonuclease PARN-2
1332,Tb927.10.8390:mRNA-p1,86193.61719,69827.625,71229.76563,80085.53125,76584.10938,80387.95313,"Concanavalin A-like lectin/glucanases superfamily/SPRY domain/HECT-domain (ubiquitin-transferase), putative"
1333,Tb927.10.840:mRNA-p1,615711.5625,569625.875,545016.0625,619816.0625,628150.4375,632782.5,Flagellum attachment zone protein 6
1334,Tb927.10.8410:mRNA-p1,261764.5156,272666.4688,238981.6719,151244.4688,169381.2031,207718.25,"hypothetical protein, conserved"
1335,Tb927.10.8420:mRNA-p1,460901.75,425212.625,440431.5938,449441.7813,421317.7813,444855.0625,Phosphatidylinositol 3-kinase tor1
1336,Tb927.10.8430:mRNA-p1,12246105,12364954,11631637,10030036,10419552,10521065,"40S ribosomal protein S12, putative"
1337,Tb927.10.850:mRNA-p1,71565.24219,80091.71094,77939.00781,52621.40625,51776.64063,46542.99609,"hook complex protein, conserved"
1338,Tb927.10.8540:mRNA-p1,1222434,1205060.25,1206133.375,1428031.375,1481296.5,1572358.625,"chaperone protein DnaJ, putative"
1339,Tb927.10.8560:mRNA-p1,318606.625,317535.5625,302012.5938,326646.2188,302506.25,322761.125,"small GTPase, putative"
1340,Tb927.10.8570:mRNA-p1,111318.2344,221293.6875,124763.0469,152740.7188,258876.3125,141011.6563,"hypothetical protein, conserved"
1341,Tb927.10.8580:mRNA-p1,158887.1406,141196.0156,139634.7969,80807.17188,79230.95313,91607.90625,"ADP-ribosylation factor-like protein 3b, putative"
1342,Tb927.10.8600:mRNA-p1,1197893.75,1245604.125,1257535.125,1630430.625,1788703.125,1688640.875,"Vps54-like protein, putative"
1343,Tb927.10.8630:mRNA-p1,538787.4375,587440.5,585623.5,639531.5,608714.125,627286.1875,"Sucrase/ferredoxin-like, putative"
1344,Tb927.10.8640:mRNA-p1,546812.125,531305.125,544689.9375,558153.8125,612326.8125,603106.1875,"Galactose oxidase, central domain containing protein, putative"
1345,Tb927.10.8660:mRNA-p1,279369.5,246178.6406,250848.5156,254531.125,247409.5781,251800.5,"Fis1 C-terminal tetratricopeptide repeat, putative"
1347,Tb927.10.8690:mRNA-p1,111231.3047,95229.17188,101778.9453,120277.2891,109993.2031,122822.75,"TIGR00269 family protein, putative"
1348,Tb927.10.870:mRNA-p1,58633.30469,88169.30469,75099.27344,51257.02344,97864.14063,45977.95313,Furrow 1 protein
1350,Tb927.10.8710:mRNA-p1,397028.1563,330580.3438,296098.9063,532127.875,558577.8125,523675.8438,centrin-3
1351,Tb927.10.8720:mRNA-p1,887055.9375,833389.875,841695.75,815450.375,834248.875,855277.25,"CCR4-NOT transcription complex subunit 10, putative"
1352,Tb927.10.8730:mRNA-p1,316347.6563,315725.375,299309.3438,276579.9063,269647,282429.5313,"ABC1 family, putative"
1353,Tb927.10.8770:mRNA-p1,174813.9063,224246.4375,233008.2031,190663.2344,188919.2344,203773.75,"disgorgin, putative"
1354,Tb927.10.8780:mRNA-p1,398770.4375,440264.5,396960.4688,573424.5,547732.4375,592277.5,"AAA domain containing protein, putative"
1355,Tb927.10.8790:mRNA-p1,564586.4375,545777.375,526268.0625,420766.9063,419930.4063,422659.2813,"OTU-like cysteine protease, putative"
1356,Tb927.10.880:mRNA-p1,390417.0938,472115.9063,332231.25,440604.2188,422997.1875,458837.5313,thymidine kinase
1357,Tb927.10.8820:mRNA-p1,417257.75,426474.7813,419219.4375,420477.875,423699.75,444890.4688,"hook complex protein, conserved"
1358,Tb927.10.8830:mRNA-p1,605846.625,607791.375,581320.875,729636.75,665750.25,654447.0625,Flagellum attachment zone protein 5
1359,Tb927.10.8850:mRNA-p1,338941.2188,329576.3438,319104.25,410787.5,410097.1563,442762.2813,"A distinct subfamily of CDD/CDA-like deaminases, putative"
1361,Tb927.10.8870:mRNA-p1,169828.25,201484.0469,186195.7813,241123.1094,242344.2188,267241.375,Paraflagellar rod (PFR) assembly factor 1
1362,Tb927.10.8880:mRNA-p1,247713.6875,237960.4688,213467.125,292439.3438,309687.4688,306621.8438,RNA interference factor 4
1363,Tb927.10.8890:mRNA-p1,202496.0156,218959.0156,208912.0469,459904,391641.2813,461574.5313,"kinetoplast DNA-associated protein, putative"
1364,Tb927.10.890:mRNA-p1,22969.33594,26273.71875,28709.57422,97450.17188,110701.7266,99643.57813,"kinesin, putative"
1365,Tb927.10.8900:mRNA-p1,230353.375,278689.125,235084.4844,240924.75,254048.75,281619.7188,choline/ethanolamine phosphotransferase (CEPT)
1366,Tb927.10.8910:mRNA-p1,488320.7813,537643.125,523315.3125,512774.7813,536226.0625,538429.5625,Nucleoporin NUP181
1367,Tb927.10.8920:mRNA-p1,290118.625,307108.4063,291479.2813,210017.6406,229536.2188,218439.9063,"ras-like small GTPase, putative"
1368,Tb927.10.8930:mRNA-p1,977064.625,948086.8125,946178.0625,1333091.25,1366222.5,1389848.75,"paraflagellar rod component, putative"
1369,Tb927.10.8940:mRNA-p1,7960363,9108423,8290875.5,11363685,11064830,12056569,"flagellum targeting protein kharon1, putative"
1370,Tb927.10.8950:mRNA-p1;Tb927.10.8970:mRNA-p1,445806.4688,490956,479838.625,723899.9375,824342.8125,673678.6875,kinetoplast-associated protein 4 isoform 2
1371,Tb927.10.8960:mRNA-p1,417617.8438,422362,442787.6563,435242.6875,440282.0938,446197.8438,"hypothetical protein, conserved"
1372,Tb927.10.8980:mRNA-p1,1783359.875,2637618.75,2317438,3271449.25,2741681.75,3368381.25,"hypothetical protein, conserved"
1374,Tb927.10.9000:mRNA-p1,66560.44531,67525.13281,68490.875,62511.59375,61863.02344,62207.32031,Mitochondrial processome subunit 2
1376,Tb927.10.9020:mRNA-p1,243941.4375,281491.625,291336.9063,326543.8125,283294.1563,315927.625,"Gcd10p family, putative"
1377,Tb927.10.9025:mRNA-p1,25179.18555,31508.77734,28822.36914,62988.26172,58841.07813,78267.32813,hypothetical protein
1378,Tb927.10.9040:mRNA-p1,292049.7813,250861.9375,251967.4375,133525.7813,125046.7344,126751.125,"hypothetical protein, conserved"
1379,Tb927.10.9050:mRNA-p1,119299.5156,122842.2344,123566.9844,93266.52344,85213.78906,92175.4375,"pseudouridine synthase TruD, putative"
1381,Tb927.10.9070:mRNA-p1,86750.02344,146928.6563,64332.45703,65447.84375,46117.17578,69491.0625,"hypothetical protein, conserved"
1382,Tb927.10.9090:mRNA-p1,161043.25,157571.0313,155434.1875,114479.2188,96546.52344,112409.0703,"Cullin binding, putative"
1383,Tb927.10.9120:mRNA-p1,175996,172477.7188,160460.375,146129.2188,155848.25,155425.1875,"hypothetical protein, conserved"
1384,Tb927.10.9130:mRNA-p1,91320.69531,81927.63281,95412.76563,85940.54688,81213.82031,83237.61719,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1385,Tb927.10.9140:mRNA-p1,85095.35938,85172.07031,77864.05469,74632.01563,76972.35156,82165.00781,"FAD dependent oxidoreductase, putative"
1386,Tb927.10.9150:mRNA-p1,321949.3125,333089.0625,332914.5938,340638.6875,361172.5938,325783.9375,"hypothetical protein, conserved"
1387,Tb927.10.9160:mRNA-p1,152848.9531,152913.9688,146934.7188,179527.7031,176915.7188,180213.4844,"Cyclin 12, L-type"
1388,Tb927.10.9190.1:mRNA-p1,1857030.5,1695074.75,1789938.625,1907255.125,1738685.5,1844753.25,"isoleucyl-tRNA synthetase, putative"
1389,Tb927.10.920:mRNA-p1,148364.3906,146226.0313,126318.1328,214803.5,223473.9375,226840.0313,"Ribosomal protein L1p/L10e family, putative"
1390,Tb927.10.9200:mRNA-p1,61707.57031,32852.05078,50904.22656,79632.42188,73927.19531,71420.4375,"Nuclease-related domain containing protein, putative"
1391,Tb927.10.9240:mRNA-p1,337954.3438,153298.4063,630013,663526.625,665492.75,678684.3125,"Tir chaperone protein (CesT) family, putative"
1392,Tb927.10.9250:mRNA-p1,1892093.625,1815797.5,1861663.75,1513825,1597537.375,1389932.125,"adenylyl cyclase-associated protein, putative"
1393,Tb927.10.9260:mRNA-p1,262942.4375,267374.2188,258265.0938,220999.9219,212804.9688,207851.5781,"hypothetical protein, conserved"
1396,Tb927.10.9330:mRNA-p1,459161.6563,436232.125,454375.75,690729.75,689415.5,668563.3125,"hypothetical protein, conserved"
1397,Tb927.10.9360:mRNA-p1,1078601.875,1016983,1075233.5,1556336,1639120.5,1772463.75,"L-2-hydroxyglutarate dehydrogenase, mitochondrial, putative"
1398,Tb927.10.9370:mRNA-p1,55219.53125,60949.125,66251.39063,62285.28125,76964.375,67704.78125,"hypothetical protein, conserved"
1399,Tb927.10.9380:mRNA-p1,68231.00781,69531.67188,66971.28906,89237.1875,82964.42188,93413.21875,"SEP domain/UBX domain containing protein, putative"
1400,Tb927.10.940:mRNA-p1,309017.9375,292348.125,290376.125,262730.125,253184.6875,276103.5938,"hypothetical protein, conserved"
1401,Tb927.10.9400:mRNA-p1,673942.375,602406.1875,590190.8125,624347,704842.9375,698602.625,splicing factor 1
1402,Tb927.10.9410:mRNA-p1,185637.3281,173187.3125,178138.5781,154403.0469,150576.75,159181.0313,Selenophosphate synthetase 2
1403,Tb927.10.9420:mRNA-p1,13959.40039,12503.79297,11355.05957,14848.82324,13740.25781,13560.58594,"mitochondrial chaperone BCS1, putative"
1404,Tb927.10.9430:mRNA-p1,2913284,2938839.75,3033736.25,3708486.75,3774323.25,3331853,"phosphoribosylpyrophosphate synthetase, putative"
1405,Tb927.10.9440:mRNA-p1,731354.9375,630297.0625,666089,705738.6875,672250.6875,658880,NADH dehydrogenase
1406,Tb927.10.9445:mRNA-p1,52095.15625,73561.19531,71279.21094,89582.59375,93667.23438,75086.29688,hypothetical protein
1407,Tb927.10.9450:mRNA-p1,453360,426736.8438,378741.9063,565872.4375,647987.875,663606.75,"invariant surface glycoprotein, putative"
1408,Tb927.10.9490:mRNA-p1,61682.67578,55675.53125,57047.5,46788.55078,53937.65234,49626.85156,expression site-associated gene 3 (ESAG3)-like protein
1409,Tb927.10.9510:mRNA-p1,107209.7969,110739.5156,102677.0859,122272.6875,135243.2031,111720.2969,hypothetical protein
1410,Tb927.10.9560:mRNA-p1,82278.98438,80323.75,96111.76563,84270.375,84944.60938,87633.45313,"oxidoreductase, putative"
1411,Tb927.10.9570:mRNA-p1,2943662.5,3307441.5,3331944.75,5908672,5051357,5771486.5,"paraflagellar rod component, putative"
1412,Tb927.10.9590.2:mRNA-p1,56634.75781,97171.48438,95124.5,90355.10938,78902.32031,94235.5625,"hypothetical protein, conserved"
1413,Tb927.10.9640:mRNA-p1,256368.5469,265804.75,310432.6563,383907.8125,457833.4375,423410,"hypothetical protein, conserved"
1414,Tb927.10.9650:mRNA-p1,928417.1875,883566.9375,902474.5,875846.5,876565.4375,843568.1875,Nucleoporin NUP152
1415,Tb927.10.9660:mRNA-p1,384187.375,355068.6563,365779.3125,334826.625,320569.1875,327242.0313,"Splicing factor CRN, putative"
1416,Tb927.10.9670:mRNA-p1,89714.14844,49463.94141,50739.73828,71548.64063,61450.68359,84354.28906,"ADP-ribosylation factor family, putative"
1417,Tb927.10.9680:mRNA-p1,120437.8281,140281.9531,131710.4063,126803.5469,125523.9688,133550.5625,"SET domain containing protein, putative"
1418,Tb927.10.970:mRNA-p1,684444,558081.3125,679890.4375,283316.1875,361043.0938,328329.4375,"Tetratricopeptide repeat, putative"
1419,Tb927.10.9700:mRNA-p1,540097.375,477593.0625,491959.8125,592731.5,631923.0625,629456.25,Flagellum attachment zone protein 22
1420,Tb927.10.9740:mRNA-p1,3559405,3549513.5,3236130.75,2924971.75,3066223.5,3288623,Regulatory particle triple-A ATPase subunit 6
1421,Tb927.10.9750:mRNA-p1,351899.375,119459.8203,235918.3125,86929.1875,396699.9063,395079.5,"ubiquitin-protein ligase, putative"
1422,Tb927.10.9760:mRNA-p1,115419.1641,117604.1016,117366.1406,99171.51563,83955.96094,94707.21094,alternative oxidase
1423,Tb927.10.9770:mRNA-p1,406680.9375,384755.9063,402008.125,286938.4375,282975.8125,335986.3125,gamma-tubulin complex component 2
1424,Tb927.10.9780:mRNA-p1,430534.2188,346410.5,436790.3125,457585.1875,541979.25,445400.6563,"ATP-dependent DEAD/H RNA helicase, putative"
1425,Tb927.10.9790:mRNA-p1,182218.75,198314.375,197030.6563,129057.4141,132101.875,143101.0469,"hypothetical protein, conserved"
1426,Tb927.10.9800:mRNA-p1,2634688.5,2603936.5,2727513,2276306.5,2518057.5,2565743.5,60S ribosomal protein L22
1427,Tb927.10.9820:mRNA-p1,318587.0625,368133.4375,373753.5,300693.5938,289419.2813,291920.125,mitochondrial intermediate peptidase
1428,Tb927.10.9830:mRNA-p1,1375564,1316773.875,1335301.5,745884.1875,804946.5625,804544.875,"Mitochondrial ATP synthase subunit, putative"
1429,Tb927.10.9840:mRNA-p1,588514.5,705100.25,570281.25,519004.2188,596041.75,646980.875,"chaperone protein DnaJ, putative"
1430,Tb927.10.9850:mRNA-p1,359288.375,337886.7813,354933.5,215400.75,208996.7188,216744.0313,"amino acid transporter, putative"
1431,Tb927.10.9870:mRNA-p1,326347.8438,348522.4688,363372.9375,466009.2188,482946.6875,452854.2813,Component of motile flagella 12
1432,Tb927.10.9880:mRNA-p1;Tb927.11.4300:mRNA-p1,19531104,16651899,18038396,15615490,13663573,14981585,"60S ribosomal protein L18, putative"
1433,Tb927.10.9890:mRNA-p1,530766.5625,495019.7813,503141.5313,507066.375,489226.4688,474863.0625,"hypothetical protein, conserved"
1434,Tb927.10.990:mRNA-p1,177813.375,142101.875,140101.0625,130293.1016,102059.7344,94208.48438,Enriched in surface-labeled proteome protein 6
1435,Tb927.10.9900:mRNA-p1,516608.5313,463715.25,429542.25,349532.75,327354.0938,369260.3125,"ABC1 protein, putative"
1436,Tb927.10.9910:mRNA-p1,551902.0625,578759.6875,596132.9375,705094,711956.6875,721418.9375,"PSP1 C-terminal conserved region, putative"
1437,Tb927.10.9920:mRNA-p1,440012.1875,461482.0938,480771.5938,464095.5313,414826.0938,511743.2813,"hypothetical protein, conserved"
1438,Tb927.10.9950:mRNA-p1,104539.3906,100924.4688,96243.59375,80528.40625,109024.2969,92674.89063,"hypothetical protein, conserved"
1439,Tb927.10.9960:mRNA-p1,60804.41406,60056.07813,58931.79297,51550.33984,50559.38672,48496.67969,"hypothetical protein, conserved"
1440,Tb927.10.9970:mRNA-p1,827294.875,712472,691980.8125,630310.8125,664880.375,673522.875,"hypothetical protein, conserved"
1441,Tb927.10.9980:mRNA-p1,72370.5,93402.54688,88107.76563,91552.80469,83281.10938,84288.29688,"hypothetical protein, conserved"
1442,Tb927.10.9990:mRNA-p1,1206472.25,895162.625,919352.75,598840.125,731845,506551.875,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family, putative"
1443,Tb927.11.1000:mRNA-p1,76536.5,68468.60938,75419.38281,77003.10156,70714.8125,69958.01563,kinetoplastid kinetochore protein 16
1444,Tb927.11.10000:mRNA-p1,42039.60938,36713.02734,35725,55768.95703,62981.31641,49796.92969,"Charged multivesicular body protein 3, putative"
1445,Tb927.11.10010:mRNA-p1,459669.5313,439855.0625,437162.375,426055.7813,491688.125,441771.6875,"vacuolar sorting-associated protein-like, putative"
1446,Tb927.11.10020:mRNA-p1,864361.5,769395,783689,509682.75,448938.2813,479031.875,"short-chain dehydrogenase, putative"
1447,Tb927.11.10025:mRNA-p1;Tb927.11.10030:mRNA-p1,9239883,9071630,9003190,8303819,7523943.5,8761253,"60S ribosomal protein L29, putative"
1448,Tb927.11.10040:mRNA-p1,863656.0625,887603.25,872952.9375,504788.625,486134.0938,504132.5938,"hypothetical protein, conserved"
1449,Tb927.11.10060:mRNA-p1,1209404.75,1234155.625,1200868,1303889.75,1114325.25,1257763,"Biotin--acetyl-CoA-carboxylase ligase, putative"
1450,Tb927.11.10070:mRNA-p1,1217802,1181859.75,1175163.25,1246419.125,1211757.75,1308478.625,"Bromodomain, putative"
1451,Tb927.11.10080:mRNA-p1,183349.8438,223073.5,249219.9688,192972.5313,192201,189225.4688,"LSU ribosomal protein, mitochondrial, putative"
1452,Tb927.11.10090:mRNA-p1,615033.25,629360.0625,541262,712161.625,812005.875,734004,"hypothetical protein, conserved"
1453,Tb927.11.1010:mRNA-p1,248053.9063,279276.375,310476.875,231913.0313,221615.7031,233787.8125,"chaperone protein DnaJ, putative"
1454,Tb927.11.10110:mRNA-p1,231157.9844,257121.625,260680.4219,345578.25,342670.0313,329761.375,"actin-like protein, putative"
1455,Tb927.11.10120:mRNA-p1,192828.0938,184722.4531,177843.8281,240910.3281,243059.25,244063.3281,"hypothetical protein, conserved"
1456,Tb927.11.10130:mRNA-p1,180200.0313,171461.4063,186061.5938,99848.71875,115211.8516,98488.875,"hypothetical protein, conserved"
1457,Tb927.11.10140:mRNA-p1,138712.0625,132873.1719,146594.7031,90113.79688,86994.78125,92609.96094,"hypothetical protein, conserved"
1459,Tb927.11.10170:mRNA-p1,107388.5625,111572.3594,114597.3906,96697.375,101723.7266,95241.26563,Mitochondrial ribosomal protein L20
1460,Tb927.11.10180:mRNA-p1,59249.35156,54372.37109,56586.57813,40392.70313,70543.60156,57973.48828,"hypothetical protein, conserved"
1461,Tb927.11.1020:mRNA-p1,1099389.5,1068499.375,1053056.75,1199409,1156103.5,1215708.875,"ribokinase, putative"
1462,Tb927.11.10200:mRNA-p1,430090.1563,369826.5625,399887.2188,606983.3125,618034.9375,581622.0625,"hypothetical protein, conserved"
1463,Tb927.11.10210:mRNA-p1,228884.7813,215944.0313,205207.1563,227493.1875,224790.7344,206071.1406,"hypothetical protein, conserved"
1464,Tb927.11.10220:mRNA-p1,858723.125,855336.9375,847803.6875,1070472.75,1051737.75,1122335.75,"hypothetical protein, conserved"
1465,Tb927.11.10230:mRNA-p1,188767.7188,215165.75,191839.0469,231611.5781,223043.875,239241.3594,"RNA polymerase-associated protein CDC73, putative"
1466,Tb927.11.10240:mRNA-p1,1454964.25,1280115.875,1277239.5,1148736.875,1198848,1131003.75,ATP-dependent protease subunit HslV
1467,Tb927.11.10260:mRNA-p1,930597.75,899852.3125,844035.125,814111.8125,722624.3125,745041.5,"Peroxin 3, putative"
1468,Tb927.11.10270:mRNA-p1,1245943.5,954099.625,973771.5625,899572.9375,907926.8125,899358.3125,"Golgi SNAP receptor complex member 1, putative"
1469,Tb927.11.10280:mRNA-p1,71766.85938,75928.59375,79403.77344,72600.64063,87929.19531,84909.82813,"metallo-peptidase, Clan MC, Family M14, putative"
1470,Tb927.11.1030:mRNA-p1,89995.61719,97932.86719,100704.1797,193715.7188,192722.4688,212063.3906,kinetoplastid kinetochore protein 7
1471,Tb927.11.10300:mRNA-p1,378166.0938,277905.5313,322057.7813,291113.8438,267464.875,325373.9375,"hypothetical protein, conserved"
1472,Tb927.11.10320:mRNA-p1,181629.2813,143746.0938,175055.3125,162352.2031,151772.9375,135185.6094,"TatD related DNase, putative"
1473,Tb927.11.10330:mRNA-p1,403636,370202.3125,362780.4063,419619.2188,418113.5313,451054.9375,regulator of chromosome condensation 1-like protein
1474,Tb927.11.10340:mRNA-p1,630240.1875,564156.625,457779.9375,467813.8125,426454.5938,420432.0625,"Serine/threonine-protein phosphatase PGAM5, mitochondrial, putative"
1475,Tb927.11.10350:mRNA-p1,169054.4219,138034.6563,147920.625,188651.4531,191801.4375,178989.4063,"hypothetical protein, conserved"
1476,Tb927.11.10370:mRNA-p1,248849.6875,242730.3906,246720.7031,340361.625,326596.3438,318155.5313,glycosyl hydrolase-like protein
1477,Tb927.11.10380:mRNA-p1,309869.25,264861.125,245178.5625,355716.5938,356547.1875,351466.25,"hypothetical protein, conserved"
1479,Tb927.11.1040:mRNA-p1,220990.9688,226594.3281,225234.625,189878.25,174573.1875,184215.125,TFIIF-like transcription factor subunit 1
1480,Tb927.11.10410:mRNA-p1,129853.3438,135313.9844,127151.25,130755.4609,126647.4922,115053.9219,"Cornichon protein, putative"
1481,Tb927.11.10420:mRNA-p1,155530.1563,149782.125,154104.3125,163471.0938,202268.6094,177612.6563,"DNA-directed RNA polymerase I subunit, putative"
1482,Tb927.11.10430:mRNA-p1,538915.9375,918482.4375,825730.9375,902557.1875,879306.8125,805139.3125,"hypothetical protein, conserved"
1483,Tb927.11.10450:mRNA-p1,384143.5938,335953.25,322811.1563,284149.125,310659.8125,308649.6875,"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative"
1485,Tb927.11.10470:mRNA-p1,191303.5625,183364.7813,164635.3281,322630.8125,182323.9063,78913.53125,"hypothetical protein, conserved"
1486,Tb927.11.10480:mRNA-p1,450700.875,385237.4375,398471.2188,404444.2188,371143.0313,386066.75,"PQQ-like domain/WD domain, G-beta repeat/Utp21 specific WD40 associated putative domain containing protein, putative"
1488,Tb927.11.1050:mRNA-p1,232251.6875,247181.1563,240055.4531,334097.7188,333260.1875,331907.25,"ribosome production factor 1, putative"
1489,Tb927.11.10510:mRNA-p1,1841749.75,1728927.875,1710028.875,1117134.5,1149506.375,1135242.125,"ubiquinone biosynthesis methyltransferase, putative"
1490,Tb927.11.10520:mRNA-p1,186909.75,170952.6719,174112.9219,217582.6094,219680.9375,229459.75,kinetoplastid kinetochore protein 2
1491,Tb927.11.10540:mRNA-p1,2321437.5,2313152,2327610,2306029.5,2398416,2188634.5,"hypothetical protein, conserved"
1493,Tb927.11.10560:mRNA-p1,2272349.75,2126074.75,2054270.5,2642962.75,2505704,2613861.25,eukaryotic translation initiation factor 4 gamma 4
